"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Hashtag","Answer.utterance","Approve","Reject"
"3087LXLJ6MDVRMXUKQ7P8LG438AF0Z","35RL0GHNS8PJM3H2X9H3WABC1CMGE8","Why are hashtags trending?","Write a short summary about why a specific hashtag is trending, given tweets selected from that hashtag.","survey, demographics, twitter, hashtags, trending, popular","$0.03","Thu Apr 29 13:09:55 PDT 2021","1","BatchId:4425777;OriginalHitTemplateId:920937340;","3600","259200","Thu May 06 13:09:55 PDT 2021","","","3VNXK88KKDF46X5RA30O81F6IGRV90","A3LN3LPE3IEXW8","Approved","Thu Apr 29 16:36:26 PDT 2021","Thu Apr 29 16:37:49 PDT 2021","Sun May 02 16:37:49 PDT 2021","Sun May 02 16:38:26 PDT 2021","","","83","100% (2/2)","100% (2/2)","100% (2/2)","#marshelicopter","NASA has a helicopter on Mars named Inegnuity. It failed at its fourth attempt to take off today but will have another chance tomorrow."
"30F94FBDNRH6UEI5DQ9396ROLLFBTP","35RL0GHNS8PJM3H2X9H3WABC1CMGE8","Why are hashtags trending?","Write a short summary about why a specific hashtag is trending, given tweets selected from that hashtag.","survey, demographics, twitter, hashtags, trending, popular","$0.03","Thu Apr 29 13:09:55 PDT 2021","1","BatchId:4425777;OriginalHitTemplateId:920937340;","3600","259200","Thu May 06 13:09:55 PDT 2021","","","3B3WTRP3DCZV967PMTGD6WIVLIY29Z","AO2WNSGOXAX52","Approved","Thu Apr 29 16:23:57 PDT 2021","Thu Apr 29 16:26:01 PDT 2021","Sun May 02 16:26:01 PDT 2021","Sun May 02 16:26:26 PDT 2021","","","124","100% (37/37)","100% (3/3)","100% (3/3)","#marshelicopter","Ingenuity is a small robotic solar helicopter operating on Mars as part of NASA's Mars 2020 mission. On 19 April 2021, it successfully completed the first powered controlled flight by an aircraft on a planet besides Earth, taking off vertically, hovering and landing.[9][10] The battery-powered coaxial drone rotorcraft is serving as a technology demonstrator for the potential use of flying probes on future missions to Mars and other worlds, and will have the potential to scout locations of interest and support the future planning of driving routes for Mars rovers."
"30IRMPJWDZGU7297FEH18U9WKURRKC","35RL0GHNS8PJM3H2X9H3WABC1CMGE8","Why are hashtags trending?","Write a short summary about why a specific hashtag is trending, given tweets selected from that hashtag.","survey, demographics, twitter, hashtags, trending, popular","$0.03","Thu Apr 29 13:09:52 PDT 2021","1","BatchId:4425777;OriginalHitTemplateId:920937340;","3600","259200","Thu May 06 13:09:52 PDT 2021","","","3WR9XG3T6481Y1YJBA1HLFONA6L743","AMKCBNKZOLM9X","Approved","Thu Apr 29 19:46:14 PDT 2021","Thu Apr 29 19:46:30 PDT 2021","Sun May 02 19:46:30 PDT 2021","Sun May 02 19:46:31 PDT 2021","","","16","100% (11/11)","100% (11/11)","100% (11/11)","#DOYOUNG","Kim Doyoung, who is a korean pop singer, came out with another album."
"30QQTY5GMKHYSFU40ENX90RUL9V7UQ","35RL0GHNS8PJM3H2X9H3WABC1CMGE8","Why are hashtags trending?","Write a short summary about why a specific hashtag is trending, given tweets selected from that hashtag.","survey, demographics, twitter, hashtags, trending, popular","$0.03","Thu Apr 29 13:09:54 PDT 2021","1","BatchId:4425777;OriginalHitTemplateId:920937340;","3600","259200","Thu May 06 13:09:54 PDT 2021","","","32SCWG5HII14JU6XQKODIZZM6RI6PF","A1OB8EYDHOYEKL","Approved","Thu Apr 29 16:25:31 PDT 2021","Thu Apr 29 16:26:26 PDT 2021","Sun May 02 16:26:26 PDT 2021","Sun May 02 16:27:26 PDT 2021","","","55","100% (4/4)","100% (4/4)","100% (4/4)","#GEICO500","It is a Nascar super speedway. It is a race of race cars. It is happening at Talledega."
"311HQEI8RSDFEEOE61M5QS69NRA7ZF","35RL0GHNS8PJM3H2X9H3WABC1CMGE8","Why are hashtags trending?","Write a short summary about why a specific hashtag is trending, given tweets selected from that hashtag.","survey, demographics, twitter, hashtags, trending, popular","$0.03","Thu Apr 29 13:09:56 PDT 2021","1","BatchId:4425777;OriginalHitTemplateId:920937340;","3600","259200","Thu May 06 13:09:56 PDT 2021","","","38JBBYETQP7M7GDTYIFNRPG4WT4E4B","A37AUHEQU4W9FI","Approved","Thu Apr 29 15:20:22 PDT 2021","Thu Apr 29 15:20:33 PDT 2021","Sun May 02 15:20:33 PDT 2021","Sun May 02 15:21:23 PDT 2021","","","11","100% (11/11)","100% (11/11)","100% (11/11)","#supermoon","sssssss  sssssss ssssssssss"
"31ANT7FQN8ZE0PA1CM11S1O80VYH5K","35RL0GHNS8PJM3H2X9H3WABC1CMGE8","Why are hashtags trending?","Write a short summary about why a specific hashtag is trending, given tweets selected from that hashtag.","survey, demographics, twitter, hashtags, trending, popular","$0.03","Thu Apr 29 13:09:53 PDT 2021","1","BatchId:4425777;OriginalHitTemplateId:920937340;","3600","259200","Thu May 06 13:09:53 PDT 2021","","","3IHR8NYAM8YQ472J7WVYL1F8A0QP4R","AMKCBNKZOLM9X","Approved","Thu Apr 29 19:43:58 PDT 2021","Thu Apr 29 19:44:42 PDT 2021","Sun May 02 19:44:42 PDT 2021","Sun May 02 19:45:31 PDT 2021","","","44","100% (11/11)","100% (11/11)","100% (11/11)","#DOYOUNG","Kim Doyoung came out with a new album."
"31SIZS5W59CGI572SJ1Y4GL5J0JRQ4","35RL0GHNS8PJM3H2X9H3WABC1CMGE8","Why are hashtags trending?","Write a short summary about why a specific hashtag is trending, given tweets selected from that hashtag.","survey, demographics, twitter, hashtags, trending, popular","$0.03","Thu Apr 29 13:09:54 PDT 2021","1","BatchId:4425777;OriginalHitTemplateId:920937340;","3600","259200","Thu May 06 13:09:54 PDT 2021","","","3QIYRE09Y4E99NTN4ZZ4JE3AY0J1NW","A1X793EPL2IYGE","Approved","Thu Apr 29 14:06:21 PDT 2021","Thu Apr 29 14:06:57 PDT 2021","Sun May 02 14:06:57 PDT 2021","Sun May 02 14:07:23 PDT 2021","","","36","100% (14/14)","100% (14/14)","100% (14/14)","#europeansuperleague","European football clubs to break away from UEFA and start their own competition in 2021"
"31YWE12TE09Q9JOZ5JYKT7QYFRC7XI","35RL0GHNS8PJM3H2X9H3WABC1CMGE8","Why are hashtags trending?","Write a short summary about why a specific hashtag is trending, given tweets selected from that hashtag.","survey, demographics, twitter, hashtags, trending, popular","$0.03","Thu Apr 29 13:09:55 PDT 2021","1","BatchId:4425777;OriginalHitTemplateId:920937340;","3600","259200","Thu May 06 13:09:55 PDT 2021","","","3SKRO2GZ72O81H8K7M7ORMM646Q1K5","A37AUHEQU4W9FI","Approved","Thu Apr 29 15:19:15 PDT 2021","Thu Apr 29 15:20:15 PDT 2021","Sun May 02 15:20:15 PDT 2021","Sun May 02 15:20:23 PDT 2021","","","60","100% (11/11)","100% (11/11)","100% (11/11)","#marshelicopter","ssssssss s  s s s ssssssss"
"32ZCLEW0BZHEK5NAK1D02K944N3JPD","35RL0GHNS8PJM3H2X9H3WABC1CMGE8","Why are hashtags trending?","Write a short summary about why a specific hashtag is trending, given tweets selected from that hashtag.","survey, demographics, twitter, hashtags, trending, popular","$0.03","Thu Apr 29 13:09:51 PDT 2021","1","BatchId:4425777;OriginalHitTemplateId:920937340;","3600","259200","Thu May 06 13:09:51 PDT 2021","","","3HQUKB7LNGBS32SQ3Q7C6HMLTEVHHT","AL8KR5GQCWSVO","Approved","Thu Apr 29 17:51:58 PDT 2021","Thu Apr 29 17:53:17 PDT 2021","Sun May 02 17:53:17 PDT 2021","Sun May 02 17:53:28 PDT 2021","","","79","100% (2/2)","100% (2/2)","100% (2/2)","#BETRemembersDMX","BET is honoring recently deceased rapper Earl ""DMX"" Simmons by broadcasting exclusive coverage of his funeral celebration as well as special programming."
"338431Z1FLCDXTUMD69UFBQ54Z1ROW","35RL0GHNS8PJM3H2X9H3WABC1CMGE8","Why are hashtags trending?","Write a short summary about why a specific hashtag is trending, given tweets selected from that hashtag.","survey, demographics, twitter, hashtags, trending, popular","$0.03","Thu Apr 29 13:09:54 PDT 2021","1","BatchId:4425777;OriginalHitTemplateId:920937340;","3600","259200","Thu May 06 13:09:54 PDT 2021","","","3ERMJ6L4DZPH2RNPHE1D795NWXR7MJ","A3RDQYDQMGZ6WW","Approved","Thu Apr 29 16:29:35 PDT 2021","Thu Apr 29 16:30:35 PDT 2021","Sun May 02 16:30:35 PDT 2021","Sun May 02 16:31:26 PDT 2021","","","60","100% (4/4)","100% (4/4)","100% (4/4)","#dogecoin","dogecoin is a famous cryptocurrency such as bitcoin and ethereum. she is depopulated after elon mask tweeted that she was buying dogecoin"
