"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Hashtag","Input.Summary","Answer.Rating","Approve","Reject"
"302U8RURJZPWFQZEYHDJOA6TZIUVNT","30WQ7ZZ0RUBQYE8JLAIQCODSOVT9HG","Rate the following trending twitter summary","Rate the following summary based on the trending twitter hashtag","trending, twitter, hashtag, rating, summary","$0.01","Fri May 07 09:34:59 PDT 2021","3","BatchId:4434293;OriginalHitTemplateId:920937340;","3600","259200","Fri May 14 09:34:59 PDT 2021","","","3PPTZCWALR81ERE958Z42UAHH3IZQG","AI110BKVWIN2F","Submitted","Fri May 07 09:43:27 PDT 2021","Fri May 07 09:50:55 PDT 2021","Mon May 10 09:50:55 PDT 2021","","","","448","100% (3/3)","100% (3/3)","100% (3/3)","#ArmenianGenocide","there is a lot of genocide and terror going on in Armenia","5"
"302U8RURJZPWFQZEYHDJOA6TZIUVNT","30WQ7ZZ0RUBQYE8JLAIQCODSOVT9HG","Rate the following trending twitter summary","Rate the following summary based on the trending twitter hashtag","trending, twitter, hashtag, rating, summary","$0.01","Fri May 07 09:34:59 PDT 2021","3","BatchId:4434293;OriginalHitTemplateId:920937340;","3600","259200","Fri May 14 09:34:59 PDT 2021","","","3PQ8K71NHY88Q3ZK4KMJV14340QAAK","A2XW532DB62KLF","Submitted","Fri May 07 09:43:41 PDT 2021","Fri May 07 09:43:56 PDT 2021","Mon May 10 09:43:56 PDT 2021","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","#ArmenianGenocide","there is a lot of genocide and terror going on in Armenia","4"
"302U8RURJZPWFQZEYHDJOA6TZIUVNT","30WQ7ZZ0RUBQYE8JLAIQCODSOVT9HG","Rate the following trending twitter summary","Rate the following summary based on the trending twitter hashtag","trending, twitter, hashtag, rating, summary","$0.01","Fri May 07 09:34:59 PDT 2021","3","BatchId:4434293;OriginalHitTemplateId:920937340;","3600","259200","Fri May 14 09:34:59 PDT 2021","","","3STRJBFXOXFJHC7FMBQPKKXRX13TK1","ASY5AZCZEM04L","Submitted","Fri May 07 09:38:44 PDT 2021","Fri May 07 09:40:14 PDT 2021","Mon May 10 09:40:14 PDT 2021","","","","90","0% (0/0)","0% (0/0)","0% (0/0)","#ArmenianGenocide","there is a lot of genocide and terror going on in Armenia","4"
"307FVKVSYR38ISOCYEV7JNKQMJT47G","30WQ7ZZ0RUBQYE8JLAIQCODSOVT9HG","Rate the following trending twitter summary","Rate the following summary based on the trending twitter hashtag","trending, twitter, hashtag, rating, summary","$0.01","Fri May 07 09:35:05 PDT 2021","3","BatchId:4434293;OriginalHitTemplateId:920937340;","3600","259200","Fri May 14 09:35:05 PDT 2021","","","39LNWE0K4VK7BUWGMDVNC04GOBKUIH","A2QOQF90L2WREO","Submitted","Fri May 07 09:36:01 PDT 2021","Fri May 07 09:37:16 PDT 2021","Mon May 10 09:37:16 PDT 2021","","","","75","100% (25/25)","0% (0/0)","0% (0/0)","#marshelicopter","It is relivent science news.","4"
"307FVKVSYR38ISOCYEV7JNKQMJT47G","30WQ7ZZ0RUBQYE8JLAIQCODSOVT9HG","Rate the following trending twitter summary","Rate the following summary based on the trending twitter hashtag","trending, twitter, hashtag, rating, summary","$0.01","Fri May 07 09:35:05 PDT 2021","3","BatchId:4434293;OriginalHitTemplateId:920937340;","3600","259200","Fri May 14 09:35:05 PDT 2021","","","3CP1TO84PUPMFUSZW92NH85J0YX522","A1XXRBBQ6HFGBA","Submitted","Fri May 07 09:44:00 PDT 2021","Fri May 07 09:44:38 PDT 2021","Mon May 10 09:44:38 PDT 2021","","","","38","100% (84/84)","100% (84/84)","100% (84/84)","#marshelicopter","It is relivent science news.","3"
"307FVKVSYR38ISOCYEV7JNKQMJT47G","30WQ7ZZ0RUBQYE8JLAIQCODSOVT9HG","Rate the following trending twitter summary","Rate the following summary based on the trending twitter hashtag","trending, twitter, hashtag, rating, summary","$0.01","Fri May 07 09:35:05 PDT 2021","3","BatchId:4434293;OriginalHitTemplateId:920937340;","3600","259200","Fri May 14 09:35:05 PDT 2021","","","3WR9XG3T64ZB5CL5OG0887GDBIM47A","A1LDS7OIWQ150C","Submitted","Fri May 07 09:36:19 PDT 2021","Fri May 07 09:40:46 PDT 2021","Mon May 10 09:40:46 PDT 2021","","","","267","100% (114/114)","100% (92/92)","100% (92/92)","#marshelicopter","It is relivent science news.","4"
"30F94FBDNR8F1P6SQW8VWXIEL81BT5","30WQ7ZZ0RUBQYE8JLAIQCODSOVT9HG","Rate the following trending twitter summary","Rate the following summary based on the trending twitter hashtag","trending, twitter, hashtag, rating, summary","$0.01","Fri May 07 09:35:05 PDT 2021","3","BatchId:4434293;OriginalHitTemplateId:920937340;","3600","259200","Fri May 14 09:35:05 PDT 2021","","","3AMYWKA6YCAW55HIOQAPGRMMXY46OP","ASY5AZCZEM04L","Submitted","Fri May 07 09:45:49 PDT 2021","Fri May 07 09:48:48 PDT 2021","Mon May 10 09:48:48 PDT 2021","","","","179","0% (0/0)","0% (0/0)","0% (0/0)","#marshelicopter","Helicopter goes long","4"
"30F94FBDNR8F1P6SQW8VWXIEL81BT5","30WQ7ZZ0RUBQYE8JLAIQCODSOVT9HG","Rate the following trending twitter summary","Rate the following summary based on the trending twitter hashtag","trending, twitter, hashtag, rating, summary","$0.01","Fri May 07 09:35:05 PDT 2021","3","BatchId:4434293;OriginalHitTemplateId:920937340;","3600","259200","Fri May 14 09:35:05 PDT 2021","","","3BEFOD78W7HUQFSSSM2XRPD367JM45","A2AS7EQIQADLSS","Submitted","Fri May 07 09:46:29 PDT 2021","Fri May 07 09:47:26 PDT 2021","Mon May 10 09:47:26 PDT 2021","","","","57","100% (12/12)","100% (12/12)","100% (12/12)","#marshelicopter","Helicopter goes long","3"
"30F94FBDNR8F1P6SQW8VWXIEL81BT5","30WQ7ZZ0RUBQYE8JLAIQCODSOVT9HG","Rate the following trending twitter summary","Rate the following summary based on the trending twitter hashtag","trending, twitter, hashtag, rating, summary","$0.01","Fri May 07 09:35:05 PDT 2021","3","BatchId:4434293;OriginalHitTemplateId:920937340;","3600","259200","Fri May 14 09:35:05 PDT 2021","","","3LO69W1SU41QWD3RNB3J01VHW71GLJ","A12B5MV7IHN855","Submitted","Fri May 07 09:42:16 PDT 2021","Fri May 07 09:42:32 PDT 2021","Mon May 10 09:42:32 PDT 2021","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","#marshelicopter","Helicopter goes long","5"
"30IRMPJWDZ73EDXUSKGTVL0MKHCRKR","30WQ7ZZ0RUBQYE8JLAIQCODSOVT9HG","Rate the following trending twitter summary","Rate the following summary based on the trending twitter hashtag","trending, twitter, hashtag, rating, summary","$0.01","Fri May 07 09:35:03 PDT 2021","3","BatchId:4434293;OriginalHitTemplateId:920937340;","3600","259200","Fri May 14 09:35:03 PDT 2021","","","3OXV7EAXLFE7JGOW5SQXSOOB27763T","A1DRKZ3SCLAS4V","Submitted","Fri May 07 09:42:14 PDT 2021","Fri May 07 09:42:33 PDT 2021","Mon May 10 09:42:33 PDT 2021","","","","19","100% (10/10)","0% (0/0)","0% (0/0)","#dogecoin","Dogecoin is a cryptocurrency. People are interested in it and would like the price to rise. People are holding onto it in the hopes the price of it rises and so they can sell for profit.","4"
"30IRMPJWDZ73EDXUSKGTVL0MKHCRKR","30WQ7ZZ0RUBQYE8JLAIQCODSOVT9HG","Rate the following trending twitter summary","Rate the following summary based on the trending twitter hashtag","trending, twitter, hashtag, rating, summary","$0.01","Fri May 07 09:35:03 PDT 2021","3","BatchId:4434293;OriginalHitTemplateId:920937340;","3600","259200","Fri May 14 09:35:03 PDT 2021","","","3VAR3R6G1QPJ9J06H57N05ID3TS8OB","ASY5AZCZEM04L","Submitted","Fri May 07 09:37:59 PDT 2021","Fri May 07 09:40:23 PDT 2021","Mon May 10 09:40:23 PDT 2021","","","","144","0% (0/0)","0% (0/0)","0% (0/0)","#dogecoin","Dogecoin is a cryptocurrency. People are interested in it and would like the price to rise. People are holding onto it in the hopes the price of it rises and so they can sell for profit.","4"
"30IRMPJWDZ73EDXUSKGTVL0MKHCRKR","30WQ7ZZ0RUBQYE8JLAIQCODSOVT9HG","Rate the following trending twitter summary","Rate the following summary based on the trending twitter hashtag","trending, twitter, hashtag, rating, summary","$0.01","Fri May 07 09:35:03 PDT 2021","3","BatchId:4434293;OriginalHitTemplateId:920937340;","3600","259200","Fri May 14 09:35:03 PDT 2021","","","3Z7ISHFUH1JV8NEDJEI4G3PHNXWZ85","A22FZZT4I6HVCO","Submitted","Fri May 07 09:43:02 PDT 2021","Fri May 07 09:47:26 PDT 2021","Mon May 10 09:47:26 PDT 2021","","","","264","0% (0/0)","0% (0/0)","0% (0/0)","#dogecoin","Dogecoin is a cryptocurrency. People are interested in it and would like the price to rise. People are holding onto it in the hopes the price of it rises and so they can sell for profit.","4"
